gene,pvalue
Angel2,905.21
Ap2a2,883.52
Lef1,870.1
Sp3,686.96
Pitpnb,677.98
Tomm6,677.43
Galnt11,553.79
Diap3,516.59
Akap13,439.09
Piwil1,426.62
Prss27,373.99
Insl3,362.25
Osta,249.09
Tmco5,3100
Tnfaip6,3100
Rpl38,3100
Lrig3,3100
Fgf9,3100
Duox1,3100
Mtm1,3100
Irx4,3100
Sulf2,3100
Adra2a,3100
Trim36,3100
Nmt1,3100
Map3k4,3100
Zc3h12a,3100
Krt42,3100
Prok2,2851.21
C130026L21Rik,2380.88
Etv6,2332.1
Nfkbiz,2203.49
Fam125b,2162.75
Mocs1,2162.64
Tdrd3,2140.01
Zbtb7c,2083.74
Sh2d4b,1993.38
Ppm1l,1980.72
Exosc10,1970.12
Rybp,1815.98
Rps12,1812.44
Gpc6,1737.33
Pdcd6ip,1721
F2rl1,1681.36
Ggta1,1534.53
Ajap1,1507.18
Gm6984,1440.87
Pax2,1367.06
Tle1,1290.37
Tbc1d22a,1270.12
Rrm2,1267.38
Chst3,1250.61
Sorcs2,1237.04
Gm9922,1185.02
Tns1,1145.17
Kcnj6,1129
Baz1a,1123.01
Ppie,1111.9
Aqp3,1103
Wipf3,1095.43
Gm525,995.97
Srebf1,896.35
1700016H13Rik,827.9
Decr2,825.62
A930018P22Rik,801.06
Arhgap26,787.13
Tox2,771.22
Gm10118,711.62
Ccrn4l,569.6
Gm8444,544.82
Cbfa2t3,447.89
Gramd1b,436.37
Spsb1,409.6
2010107G23Rik,402.82
Dct,345.94
Gm10032,288.39
Atxn7l1,281.84
Klf12,271.68
Rpl38,223.45
Rbms3,3100
Fam129a,3100
Gas7,3100
Sec61g,3100
Kif26a,3100
Zfp438,3100
Gm9885,3100
Armc2,3100
Zfp382,3100
Nxn,3100
Vax2,3100
Klf12,3100
6430527G18Rik,3100
Ttll8,2867.85
Cux2,2804.61
Zfp423,2448.66
Rab11fip5,2437.69
Btbd11,2399.8
Mtap7,2219.78
Dclk2,2214.14
Ncapg2,1936.75
Grtp1,1892.37
Ralbp1,1828.18
Pldi,1747.46
Xaf1,1586.35
Socs3,1576.29
Kcnj6,1482.02
Sema4b,1449.77
Lasp1,1448.31
Galnt2,1347.05
Fbxw8,1281.69
Pcdhgc5,1225.73
Naa16,1223.63
Gm1631,1150.54
Sipa1l2,1146.58
Snx2,1114.29
Gm10360,1056.12
Gm10736,943.82
Gls,893.7
Pomp,893.38
Dpysl4,891.29
Nrxn1,838.85
Foxo3,804.65
Cdh4,702.12
Hip1r,702.08
Dhrs7,665.99
Pcdh17,538.86
Rhbdf2,519.83
Trim9,504.73
Ddit4,442.4
Tns1,344.48
A1cf,332.77
2410131K14Rik,236.59
Pofut2,232.41
Ephb2,91.83
Pdlim2,54.29
Rora,3185.61
Pecam1,3128.24
Mina,3100
Tnks1bp1,3100
Dact1,3100
AI846148,3100
Grasp,3100
Gsx1,3100
Kit,3100
Rnf181,2856.98
Tnpo1,2796.36
Ninj2,2792.31
1700011I03Rik,2326.74
Rfx3,2246.79
Mdga1,1981.81
Rnf144b,1928.64
Rpl27-ps3,1793.06
Dclk3,1498.48
Tbc1d8,1418.14
Gm16253,1411.52
Pou6f2,1381.31
Zfp148,1290.93
Nab1,1286.22
Clic4,1048.86
Gm16508,1003.59
Sorcs2,902.01
Ush2a,838.57
